scope,encoder,projection_seed,target_domain,readout,metric,shortlist_size,overlap_count,union_size,jaccard,mmd_missed_top_q,a_missed_top_q,a_rescued_top_q,mmd_rescued_top_q,a_rescued_fractional_top_q,mmd_rescued_fractional_top_q,omission_reduction_from_union,a_only_better_than_mmd_choice,top_q_boundary_ties,has_a_rescue,has_mmd_rescue,a_rescues_any_oracle,mmd_rescues_any_oracle,union_selects_a_only,union_better_than_mmd,union_worse_than_mmd,union_better_than_matched_mmd,union_worse_than_matched_mmd,a_rescue_reaches_final_improvement,a_only_top_q,mmd_only_top_q,mmd_choice,union_choice
base_seed_control,dinov2_b14,20260911,infograph,logistic,nll,50,23,77,0.2987012987012987,4,9,0,5,0.0,5.0,0.0,0,1,False,True,False,True,False,False,False,False,False,False,[],"[""clipart__clip_pc1_low|clipart__clip_pc1_middle|painting__clip_pc1_middle"", ""clipart__clip_pc1_low|painting__clip_pc1_middle|sketch__clip_pc1_low"", ""clipart__clip_pc1_middle|painting__clip_pc1_middle|sketch__clip_pc1_low"", ""clipart__clip_pc1_middle|real__clip_pc1_high|sketch__clip_pc1_low"", ""clipart__clip_pc1_middle|real__clip_pc1_middle|sketch__clip_pc1_low""]",clipart__clip_pc1_low|real__clip_pc1_high|sketch__clip_pc1_low,clipart__clip_pc1_low|real__clip_pc1_high|sketch__clip_pc1_low
base_seed_control,dinov2_b14,20260911,infograph,logistic,nll,100,72,128,0.5625,2,5,0,3,0.0,3.0,0.0,0,1,False,True,False,False,False,False,False,False,False,False,[],"[""clipart__clip_pc1_middle|painting__clip_pc1_middle|sketch__clip_pc1_low"", ""clipart__clip_pc1_middle|sketch__clip_pc1_low|sketch__clip_pc1_middle"", ""painting__clip_pc1_middle|real__clip_pc1_low|sketch__clip_pc1_low""]",clipart__clip_pc1_low|real__clip_pc1_high|sketch__clip_pc1_low,clipart__clip_pc1_low|real__clip_pc1_high|sketch__clip_pc1_low
base_seed_control,dinov2_b14,20260911,infograph,logistic,nll,227,220,234,0.9401709401709402,0,0,0,0,0.0,0.0,0.0,0,1,False,False,False,False,False,False,False,False,False,False,[],[],clipart__clip_pc1_low|real__clip_pc1_high|sketch__clip_pc1_low,clipart__clip_pc1_low|real__clip_pc1_high|sketch__clip_pc1_low
base_seed_control,dinov2_b14,20260911,infograph,logistic,error_rate,10,0,20,0.0,9,10,0,1,0.0,1.0,0.0,0,1,False,True,False,False,True,False,True,False,True,False,[],"[""clipart__clip_pc1_middle|real__clip_pc1_middle|sketch__clip_pc1_low""]",clipart__clip_pc1_middle|real__clip_pc1_middle|sketch__clip_pc1_low,clipart__clip_pc1_middle|real__clip_pc1_high|real__clip_pc1_low
base_seed_control,dinov2_b14,20260911,infograph,logistic,error_rate,25,8,42,0.19047619047619047,8,9,1,2,1.0,2.0,0.01171875,1,1,True,True,True,False,True,True,False,True,False,True,"[""real__clip_pc1_high|real__clip_pc1_middle|sketch__clip_pc1_low""]","[""clipart__clip_pc1_middle|real__clip_pc1_high|sketch__clip_pc1_low"", ""clipart__clip_pc1_middle|real__clip_pc1_middle|sketch__clip_pc1_low""]",clipart__clip_pc1_low|real__clip_pc1_high|sketch__clip_pc1_low,real__clip_pc1_high|real__clip_pc1_middle|sketch__clip_pc1_low
base_seed_control,dinov2_b14,20260911,infograph,logistic,error_rate,50,23,77,0.2987012987012987,6,8,2,4,2.0,4.0,0.01171875,4,1,True,True,True,False,True,True,False,False,False,True,"[""painting__clip_pc1_middle|real__clip_pc1_middle|sketch__clip_pc1_low"", ""real__clip_pc1_high|real__clip_pc1_middle|sketch__clip_pc1_low""]","[""clipart__clip_pc1_middle|painting__clip_pc1_low|sketch__clip_pc1_low"", ""clipart__clip_pc1_middle|painting__clip_pc1_middle|sketch__clip_pc1_low"", ""clipart__clip_pc1_middle|real__clip_pc1_high|sketch__clip_pc1_low"", ""clipart__clip_pc1_middle|real__clip_pc1_middle|sketch__clip_pc1_low""]",clipart__clip_pc1_low|real__clip_pc1_high|sketch__clip_pc1_low,real__clip_pc1_high|real__clip_pc1_middle|sketch__clip_pc1_low
base_seed_control,dinov2_b14,20260911,infograph,logistic,error_rate,100,72,128,0.5625,3,4,0,1,0.0,1.0,0.0,0,1,False,True,False,False,False,False,False,False,False,False,[],"[""clipart__clip_pc1_middle|painting__clip_pc1_middle|sketch__clip_pc1_low""]",real__clip_pc1_high|real__clip_pc1_middle|sketch__clip_pc1_low,real__clip_pc1_high|real__clip_pc1_middle|sketch__clip_pc1_low
base_seed_control,dinov2_b14,20260911,infograph,logistic,error_rate,227,220,234,0.9401709401709402,0,0,0,0,0.0,0.0,0.0,0,1,False,False,False,False,False,False,False,False,False,False,[],[],real__clip_pc1_high|real__clip_pc1_middle|sketch__clip_pc1_low,real__clip_pc1_high|real__clip_pc1_middle|sketch__clip_pc1_low
base_seed_control,dinov2_b14,20260911,painting,ridge,brier_score,10,6,14,0.42857142857142855,6,7,0,1,0.0,1.0,0.0,0,1,False,True,False,False,False,False,False,False,True,False,[],"[""real__clip_pc1_high|sketch__clip_pc1_high|sketch__clip_pc1_middle""]",clipart__clip_pc1_middle|real__clip_pc1_high|sketch__clip_pc1_high,clipart__clip_pc1_middle|real__clip_pc1_high|sketch__clip_pc1_high
base_seed_control,dinov2_b14,20260911,painting,ridge,brier_score,25,15,35,0.42857142857142855,4,4,1,1,1.0,1.0,0.0,0,1,True,True,False,False,False,False,False,False,False,False,"[""real__clip_pc1_high|sketch__clip_pc1_low|sketch__clip_pc1_middle""]","[""clipart__clip_pc1_high|real__clip_pc1_high|sketch__clip_pc1_high""]",real__clip_pc1_high|sketch__clip_pc1_high|sketch__clip_pc1_low,real__clip_pc1_high|sketch__clip_pc1_high|sketch__clip_pc1_low
base_seed_control,dinov2_b14,20260911,painting,ridge,brier_score,50,39,61,0.639344262295082,1,1,0,0,0.0,0.0,0.0,0,1,False,False,False,False,False,False,False,False,False,False,[],[],real__clip_pc1_high|sketch__clip_pc1_high|sketch__clip_pc1_low,real__clip_pc1_high|sketch__clip_pc1_high|sketch__clip_pc1_low
base_seed_control,dinov2_b14,20260911,painting,ridge,brier_score,100,85,115,0.7391304347826086,0,0,0,0,0.0,0.0,0.0,0,1,False,False,False,False,False,False,False,False,False,False,[],[],real__clip_pc1_high|sketch__clip_pc1_high|sketch__clip_pc1_low,real__clip_pc1_high|sketch__clip_pc1_high|sketch__clip_pc1_low
base_seed_control,dinov2_b14,20260911,painting,ridge,brier_score,227,213,241,0.8838174273858921,0,0,0,0,0.0,0.0,0.0,0,1,False,False,False,False,False,False,False,False,False,False,[],[],real__clip_pc1_high|sketch__clip_pc1_high|sketch__clip_pc1_low,real__clip_pc1_high|sketch__clip_pc1_high|sketch__clip_pc1_low
base_seed_control,dinov2_b14,20260911,painting,ridge,nll,10,6,14,0.42857142857142855,6,7,0,1,0.0,1.0,0.0,0,1,False,True,False,False,False,False,False,False,True,False,[],"[""real__clip_pc1_high|sketch__clip_pc1_high|sketch__clip_pc1_middle""]",clipart__clip_pc1_middle|real__clip_pc1_high|sketch__clip_pc1_high,clipart__clip_pc1_middle|real__clip_pc1_high|sketch__clip_pc1_high
base_seed_control,dinov2_b14,20260911,painting,ridge,nll,25,15,35,0.42857142857142855,4,4,1,1,1.0,1.0,0.0,0,1,True,True,False,False,False,False,False,False,False,False,"[""real__clip_pc1_high|sketch__clip_pc1_low|sketch__clip_pc1_middle""]","[""clipart__clip_pc1_high|real__clip_pc1_high|sketch__clip_pc1_high""]",real__clip_pc1_high|sketch__clip_pc1_high|sketch__clip_pc1_low,real__clip_pc1_high|sketch__clip_pc1_high|sketch__clip_pc1_low
base_seed_control,dinov2_b14,20260911,painting,ridge,nll,50,39,61,0.639344262295082,1,1,0,0,0.0,0.0,0.0,0,1,False,False,False,False,False,False,False,False,False,False,[],[],real__clip_pc1_high|sketch__clip_pc1_high|sketch__clip_pc1_low,real__clip_pc1_high|sketch__clip_pc1_high|sketch__clip_pc1_low
base_seed_control,dinov2_b14,20260911,painting,ridge,nll,100,85,115,0.7391304347826086,0,0,0,0,0.0,0.0,0.0,0,1,False,False,False,False,False,False,False,False,False,False,[],[],real__clip_pc1_high|sketch__clip_pc1_high|sketch__clip_pc1_low,real__clip_pc1_high|sketch__clip_pc1_high|sketch__clip_pc1_low
base_seed_control,dinov2_b14,20260911,painting,ridge,nll,227,213,241,0.8838174273858921,0,0,0,0,0.0,0.0,0.0,0,1,False,False,False,False,False,False,False,False,False,False,[],[],real__clip_pc1_high|sketch__clip_pc1_high|sketch__clip_pc1_low,real__clip_pc1_high|sketch__clip_pc1_high|sketch__clip_pc1_low
base_seed_control,dinov2_b14,20260911,painting,ridge,error_rate,10,6,14,0.42857142857142855,8,6,2,0,2.0,0.0,0.00537109375,1,1,True,False,False,False,True,True,False,True,False,True,"[""real__clip_pc1_high|real__clip_pc1_low|sketch__clip_pc1_low"", ""real__clip_pc1_high|real__clip_pc1_middle|sketch__clip_pc1_low""]",[],real__clip_pc1_high|real__clip_pc1_low|sketch__clip_pc1_high,real__clip_pc1_high|real__clip_pc1_low|sketch__clip_pc1_low
base_seed_control,dinov2_b14,20260911,painting,ridge,error_rate,25,15,35,0.42857142857142855,4,6,0,2,0.0,2.0,0.0,0,1,False,True,False,False,False,False,False,False,False,False,[],"[""real__clip_pc1_low|sketch__clip_pc1_high|sketch__clip_pc1_low"", ""real__clip_pc1_middle|sketch__clip_pc1_high|sketch__clip_pc1_low""]",real__clip_pc1_high|real__clip_pc1_low|sketch__clip_pc1_low,real__clip_pc1_high|real__clip_pc1_low|sketch__clip_pc1_low
base_seed_control,dinov2_b14,20260911,painting,ridge,error_rate,50,39,61,0.639344262295082,3,5,0,2,0.0,2.0,0.0,0,1,False,True,False,False,False,False,False,False,False,False,[],"[""clipart__clip_pc1_high|real__clip_pc1_low|sketch__clip_pc1_high"", ""real__clip_pc1_low|sketch__clip_pc1_high|sketch__clip_pc1_low""]",real__clip_pc1_high|real__clip_pc1_low|sketch__clip_pc1_low,real__clip_pc1_high|real__clip_pc1_low|sketch__clip_pc1_low
base_seed_control,dinov2_b14,20260911,painting,ridge,error_rate,100,85,115,0.7391304347826086,1,3,0,2,0.0,2.0,0.0,0,1,False,True,False,True,False,False,False,False,False,False,[],"[""clipart__clip_pc1_middle|sketch__clip_pc1_high|sketch__clip_pc1_low"", ""infograph__clip_pc1_middle|sketch__clip_pc1_high|sketch__clip_pc1_low""]",clipart__clip_pc1_middle|sketch__clip_pc1_high|sketch__clip_pc1_low,clipart__clip_pc1_middle|sketch__clip_pc1_high|sketch__clip_pc1_low
base_seed_control,dinov2_b14,20260911,painting,ridge,error_rate,227,213,241,0.8838174273858921,0,0,0,0,0.0,0.0,0.0,0,1,False,False,False,False,False,False,False,False,False,False,[],[],clipart__clip_pc1_middle|sketch__clip_pc1_high|sketch__clip_pc1_low,clipart__clip_pc1_middle|sketch__clip_pc1_high|sketch__clip_pc1_low
base_seed_control,dinov2_b14,20260911,painting,logistic,brier_score,10,6,14,0.42857142857142855,5,6,0,1,0.0,1.0,0.0,0,1,False,True,False,False,False,False,False,False,True,False,[],"[""real__clip_pc1_high|sketch__clip_pc1_high|sketch__clip_pc1_middle""]",clipart__clip_pc1_middle|real__clip_pc1_high|sketch__clip_pc1_high,clipart__clip_pc1_middle|real__clip_pc1_high|sketch__clip_pc1_high
base_seed_control,dinov2_b14,20260911,painting,logistic,brier_score,25,15,35,0.42857142857142855,3,3,1,1,1.0,1.0,0.0,0,1,True,True,False,False,False,False,False,False,False,False,"[""real__clip_pc1_high|sketch__clip_pc1_low|sketch__clip_pc1_middle""]","[""clipart__clip_pc1_high|real__clip_pc1_high|sketch__clip_pc1_high""]",real__clip_pc1_high|sketch__clip_pc1_high|sketch__clip_pc1_low,real__clip_pc1_high|sketch__clip_pc1_high|sketch__clip_pc1_low
base_seed_control,dinov2_b14,20260911,painting,logistic,brier_score,50,39,61,0.639344262295082,1,1,0,0,0.0,0.0,0.0,0,1,False,False,False,False,False,False,False,False,False,False,[],[],real__clip_pc1_high|sketch__clip_pc1_high|sketch__clip_pc1_low,real__clip_pc1_high|sketch__clip_pc1_high|sketch__clip_pc1_low
base_seed_control,dinov2_b14,20260911,painting,logistic,brier_score,100,85,115,0.7391304347826086,0,0,0,0,0.0,0.0,0.0,0,1,False,False,False,False,False,False,False,False,False,False,[],[],real__clip_pc1_high|sketch__clip_pc1_high|sketch__clip_pc1_low,real__clip_pc1_high|sketch__clip_pc1_high|sketch__clip_pc1_low
base_seed_control,dinov2_b14,20260911,painting,logistic,brier_score,227,213,241,0.8838174273858921,0,0,0,0,0.0,0.0,0.0,0,1,False,False,False,False,False,False,False,False,False,False,[],[],real__clip_pc1_high|sketch__clip_pc1_high|sketch__clip_pc1_low,real__clip_pc1_high|sketch__clip_pc1_high|sketch__clip_pc1_low
base_seed_control,dinov2_b14,20260911,painting,logistic,nll,10,6,14,0.42857142857142855,8,7,1,0,1.0,0.0,0.03765533686753386,1,1,True,False,True,False,True,True,False,True,False,True,"[""real__clip_pc1_high|real__clip_pc1_low|sketch__clip_pc1_low""]",[],real__clip_pc1_high|real__clip_pc1_low|sketch__clip_pc1_middle,real__clip_pc1_high|real__clip_pc1_low|sketch__clip_pc1_low
base_seed_control,dinov2_b14,20260911,painting,logistic,nll,25,15,35,0.42857142857142855,6,6,1,1,1.0,1.0,0.0,0,1,True,True,False,False,False,False,False,False,False,False,"[""clipart__clip_pc1_middle|real__clip_pc1_high|real__clip_pc1_low""]","[""clipart__clip_pc1_high|real__clip_pc1_high|sketch__clip_pc1_high""]",real__clip_pc1_high|real__clip_pc1_low|sketch__clip_pc1_low,real__clip_pc1_high|real__clip_pc1_low|sketch__clip_pc1_low
base_seed_control,dinov2_b14,20260911,painting,logistic,nll,50,39,61,0.639344262295082,2,2,0,0,0.0,0.0,0.0,0,1,False,False,False,False,False,False,False,False,False,False,[],[],real__clip_pc1_high|real__clip_pc1_low|sketch__clip_pc1_low,real__clip_pc1_high|real__clip_pc1_low|sketch__clip_pc1_low
base_seed_control,dinov2_b14,20260911,painting,logistic,nll,100,85,115,0.7391304347826086,1,1,0,0,0.0,0.0,0.0,0,1,False,False,False,False,False,False,False,False,False,False,[],[],real__clip_pc1_high|real__clip_pc1_low|sketch__clip_pc1_low,real__clip_pc1_high|real__clip_pc1_low|sketch__clip_pc1_low
base_seed_control,dinov2_b14,20260911,painting,logistic,nll,227,213,241,0.8838174273858921,0,0,0,0,0.0,0.0,0.0,0,1,False,False,False,False,False,False,False,False,False,False,[],[],real__clip_pc1_high|real__clip_pc1_low|sketch__clip_pc1_low,real__clip_pc1_high|real__clip_pc1_low|sketch__clip_pc1_low
base_seed_control,dinov2_b14,20260911,painting,logistic,error_rate,10,6,14,0.42857142857142855,9,7,2,0,2.0,0.0,0.037109375,2,1,True,False,True,False,True,True,False,True,False,True,"[""real__clip_pc1_high|real__clip_pc1_low|sketch__clip_pc1_low"", ""real__clip_pc1_high|real__clip_pc1_middle|sketch__clip_pc1_low""]",[],real__clip_pc1_high|real__clip_pc1_low|sketch__clip_pc1_middle,real__clip_pc1_high|real__clip_pc1_low|sketch__clip_pc1_low
base_seed_control,dinov2_b14,20260911,painting,logistic,error_rate,25,15,35,0.42857142857142855,6,7,0,1,0.0,1.0,0.0,0,1,False,True,False,False,False,False,False,False,False,False,[],"[""real__clip_pc1_middle|sketch__clip_pc1_high|sketch__clip_pc1_low""]",real__clip_pc1_high|real__clip_pc1_low|sketch__clip_pc1_low,real__clip_pc1_high|real__clip_pc1_low|sketch__clip_pc1_low
base_seed_control,dinov2_b14,20260911,painting,logistic,error_rate,50,39,61,0.639344262295082,4,3,1,0,1.0,0.0,0.0,0,1,True,False,False,False,False,False,False,False,False,False,"[""infograph__clip_pc1_middle|real__clip_pc1_high|real__clip_pc1_low""]",[],real__clip_pc1_high|real__clip_pc1_low|sketch__clip_pc1_low,real__clip_pc1_high|real__clip_pc1_low|sketch__clip_pc1_low
base_seed_control,dinov2_b14,20260911,painting,logistic,error_rate,100,85,115,0.7391304347826086,1,2,0,1,0.0,1.0,0.0,0,1,False,True,False,False,False,False,False,False,False,False,[],"[""clipart__clip_pc1_middle|sketch__clip_pc1_high|sketch__clip_pc1_low""]",real__clip_pc1_high|real__clip_pc1_low|sketch__clip_pc1_low,real__clip_pc1_high|real__clip_pc1_low|sketch__clip_pc1_low
base_seed_control,dinov2_b14,20260911,painting,logistic,error_rate,227,213,241,0.8838174273858921,0,0,0,0,0.0,0.0,0.0,0,1,False,False,False,False,False,False,False,False,False,False,[],[],real__clip_pc1_high|real__clip_pc1_low|sketch__clip_pc1_low,real__clip_pc1_high|real__clip_pc1_low|sketch__clip_pc1_low
base_seed_control,dinov2_b14,20260911,quickdraw,ridge,brier_score,10,1,19,0.05263157894736842,7,9,0,2,0.0,2.0,0.0,0,1,False,True,False,False,False,False,False,False,False,False,[],"[""clipart__clip_pc1_middle|sketch__clip_pc1_high|sketch__clip_pc1_low"", ""clipart__clip_pc1_middle|sketch__clip_pc1_low|sketch__clip_pc1_middle""]",clipart__clip_pc1_middle|sketch__clip_pc1_low|sketch__clip_pc1_middle,clipart__clip_pc1_middle|sketch__clip_pc1_low|sketch__clip_pc1_middle
base_seed_control,dinov2_b14,20260911,quickdraw,ridge,brier_score,25,8,42,0.19047619047619047,4,8,0,4,0.0,4.0,0.0,0,1,False,True,False,True,False,False,False,False,False,False,[],"[""clipart__clip_pc1_high|clipart__clip_pc1_middle|sketch__clip_pc1_low"", ""clipart__clip_pc1_low|clipart__clip_pc1_middle|sketch__clip_pc1_low"", ""clipart__clip_pc1_low|clipart__clip_pc1_middle|sketch__clip_pc1_middle"", ""clipart__clip_pc1_middle|sketch__clip_pc1_high|sketch__clip_pc1_low""]",clipart__clip_pc1_low|clipart__clip_pc1_middle|sketch__clip_pc1_low,clipart__clip_pc1_low|clipart__clip_pc1_middle|sketch__clip_pc1_low
base_seed_control,dinov2_b14,20260911,quickdraw,ridge,brier_score,50,16,84,0.19047619047619047,2,7,0,5,0.0,5.0,0.0,0,1,False,True,False,True,False,False,False,False,False,False,[],"[""clipart__clip_pc1_high|clipart__clip_pc1_low|sketch__clip_pc1_low"", ""clipart__clip_pc1_high|clipart__clip_pc1_middle|sketch__clip_pc1_low"", ""clipart__clip_pc1_low|clipart__clip_pc1_middle|sketch__clip_pc1_low"", ""clipart__clip_pc1_middle|infograph__clip_pc1_high|sketch__clip_pc1_low"", ""clipart__clip_pc1_middle|sketch__clip_pc1_high|sketch__clip_pc1_low""]",clipart__clip_pc1_low|clipart__clip_pc1_middle|sketch__clip_pc1_low,clipart__clip_pc1_low|clipart__clip_pc1_middle|sketch__clip_pc1_low
base_seed_control,dinov2_b14,20260911,quickdraw,ridge,brier_score,100,58,142,0.4084507042253521,1,6,0,5,0.0,5.0,0.0,0,1,False,True,False,True,False,False,False,False,False,False,[],"[""clipart__clip_pc1_high|clipart__clip_pc1_low|sketch__clip_pc1_low"", ""clipart__clip_pc1_high|clipart__clip_pc1_middle|sketch__clip_pc1_low"", ""clipart__clip_pc1_low|clipart__clip_pc1_middle|sketch__clip_pc1_low"", ""clipart__clip_pc1_middle|infograph__clip_pc1_high|sketch__clip_pc1_low"", ""clipart__clip_pc1_middle|real__clip_pc1_low|sketch__clip_pc1_low""]",clipart__clip_pc1_low|clipart__clip_pc1_middle|sketch__clip_pc1_low,clipart__clip_pc1_low|clipart__clip_pc1_middle|sketch__clip_pc1_low
base_seed_control,dinov2_b14,20260911,quickdraw,ridge,brier_score,227,197,257,0.7665369649805448,0,1,0,1,0.0,1.0,0.0,0,1,False,True,False,False,False,False,False,False,False,False,[],"[""clipart__clip_pc1_high|clipart__clip_pc1_low|clipart__clip_pc1_middle""]",clipart__clip_pc1_low|clipart__clip_pc1_middle|sketch__clip_pc1_low,clipart__clip_pc1_low|clipart__clip_pc1_middle|sketch__clip_pc1_low
base_seed_control,dinov2_b14,20260911,quickdraw,ridge,nll,10,1,19,0.05263157894736842,7,9,0,2,0.0,2.0,0.0,0,1,False,True,False,False,False,False,False,False,False,False,[],"[""clipart__clip_pc1_middle|sketch__clip_pc1_high|sketch__clip_pc1_low"", ""clipart__clip_pc1_middle|sketch__clip_pc1_low|sketch__clip_pc1_middle""]",clipart__clip_pc1_middle|sketch__clip_pc1_low|sketch__clip_pc1_middle,clipart__clip_pc1_middle|sketch__clip_pc1_low|sketch__clip_pc1_middle
base_seed_control,dinov2_b14,20260911,quickdraw,ridge,nll,25,8,42,0.19047619047619047,4,8,0,4,0.0,4.0,0.0,0,1,False,True,False,True,False,False,False,False,False,False,[],"[""clipart__clip_pc1_high|clipart__clip_pc1_middle|sketch__clip_pc1_low"", ""clipart__clip_pc1_low|clipart__clip_pc1_middle|sketch__clip_pc1_low"", ""clipart__clip_pc1_low|clipart__clip_pc1_middle|sketch__clip_pc1_middle"", ""clipart__clip_pc1_middle|sketch__clip_pc1_high|sketch__clip_pc1_low""]",clipart__clip_pc1_low|clipart__clip_pc1_middle|sketch__clip_pc1_low,clipart__clip_pc1_low|clipart__clip_pc1_middle|sketch__clip_pc1_low
base_seed_control,dinov2_b14,20260911,quickdraw,ridge,nll,50,16,84,0.19047619047619047,2,7,0,5,0.0,5.0,0.0,0,1,False,True,False,True,False,False,False,False,False,False,[],"[""clipart__clip_pc1_high|clipart__clip_pc1_low|sketch__clip_pc1_low"", ""clipart__clip_pc1_high|clipart__clip_pc1_middle|sketch__clip_pc1_low"", ""clipart__clip_pc1_low|clipart__clip_pc1_middle|sketch__clip_pc1_low"", ""clipart__clip_pc1_middle|infograph__clip_pc1_high|sketch__clip_pc1_low"", ""clipart__clip_pc1_middle|sketch__clip_pc1_high|sketch__clip_pc1_low""]",clipart__clip_pc1_low|clipart__clip_pc1_middle|sketch__clip_pc1_low,clipart__clip_pc1_low|clipart__clip_pc1_middle|sketch__clip_pc1_low
base_seed_control,dinov2_b14,20260911,quickdraw,ridge,nll,100,58,142,0.4084507042253521,1,6,0,5,0.0,5.0,0.0,0,1,False,True,False,True,False,False,False,False,False,False,[],"[""clipart__clip_pc1_high|clipart__clip_pc1_low|sketch__clip_pc1_low"", ""clipart__clip_pc1_high|clipart__clip_pc1_middle|sketch__clip_pc1_low"", ""clipart__clip_pc1_low|clipart__clip_pc1_middle|sketch__clip_pc1_low"", ""clipart__clip_pc1_middle|infograph__clip_pc1_high|sketch__clip_pc1_low"", ""clipart__clip_pc1_middle|real__clip_pc1_low|sketch__clip_pc1_low""]",clipart__clip_pc1_low|clipart__clip_pc1_middle|sketch__clip_pc1_low,clipart__clip_pc1_low|clipart__clip_pc1_middle|sketch__clip_pc1_low
base_seed_control,dinov2_b14,20260911,quickdraw,ridge,nll,227,197,257,0.7665369649805448,0,1,0,1,0.0,1.0,0.0,0,1,False,True,False,False,False,False,False,False,False,False,[],"[""clipart__clip_pc1_high|clipart__clip_pc1_low|clipart__clip_pc1_middle""]",clipart__clip_pc1_low|clipart__clip_pc1_middle|sketch__clip_pc1_low,clipart__clip_pc1_low|clipart__clip_pc1_middle|sketch__clip_pc1_low
base_seed_control,dinov2_b14,20260911,quickdraw,ridge,error_rate,10,1,19,0.05263157894736842,7,10,0,3,0.0,3.0,0.0,0,3,False,True,False,False,False,False,False,False,False,False,[],"[""clipart__clip_pc1_low|sketch__clip_pc1_high|sketch__clip_pc1_low"", ""clipart__clip_pc1_middle|sketch__clip_pc1_high|sketch__clip_pc1_low"", ""clipart__clip_pc1_middle|sketch__clip_pc1_low|sketch__clip_pc1_middle""]",clipart__clip_pc1_middle|sketch__clip_pc1_low|sketch__clip_pc1_middle,clipart__clip_pc1_middle|sketch__clip_pc1_low|sketch__clip_pc1_middle
base_seed_control,dinov2_b14,20260911,quickdraw,ridge,error_rate,25,8,42,0.19047619047619047,5,9,0,4,0.0,4.0,0.0,0,3,False,True,False,True,False,False,False,False,False,False,[],"[""clipart__clip_pc1_low|clipart__clip_pc1_middle|sketch__clip_pc1_low"", ""clipart__clip_pc1_low|clipart__clip_pc1_middle|sketch__clip_pc1_middle"", ""clipart__clip_pc1_low|sketch__clip_pc1_high|sketch__clip_pc1_low"", ""clipart__clip_pc1_middle|sketch__clip_pc1_high|sketch__clip_pc1_low""]",clipart__clip_pc1_low|clipart__clip_pc1_middle|sketch__clip_pc1_low,clipart__clip_pc1_low|clipart__clip_pc1_middle|sketch__clip_pc1_low
base_seed_control,dinov2_b14,20260911,quickdraw,ridge,error_rate,50,16,84,0.19047619047619047,5,8,0,3,0.0,3.3333333333333335,0.0,0,3,False,True,False,True,False,False,False,True,False,False,[],"[""clipart__clip_pc1_low|clipart__clip_pc1_middle|sketch__clip_pc1_low"", ""clipart__clip_pc1_low|sketch__clip_pc1_high|sketch__clip_pc1_low"", ""clipart__clip_pc1_middle|sketch__clip_pc1_high|sketch__clip_pc1_low""]",clipart__clip_pc1_low|clipart__clip_pc1_middle|sketch__clip_pc1_low,clipart__clip_pc1_low|clipart__clip_pc1_middle|sketch__clip_pc1_low
base_seed_control,dinov2_b14,20260911,quickdraw,ridge,error_rate,100,58,142,0.4084507042253521,0,5,0,5,0.0,4.333333333333333,0.0,0,3,False,True,False,True,False,False,False,False,False,False,[],"[""clipart__clip_pc1_low|clipart__clip_pc1_middle|sketch__clip_pc1_low"", ""clipart__clip_pc1_low|infograph__clip_pc1_low|sketch__clip_pc1_low"", ""clipart__clip_pc1_low|infograph__clip_pc1_middle|sketch__clip_pc1_low"", ""clipart__clip_pc1_middle|infograph__clip_pc1_low|sketch__clip_pc1_low"", ""clipart__clip_pc1_middle|infograph__clip_pc1_middle|sketch__clip_pc1_low""]",clipart__clip_pc1_middle|infograph__clip_pc1_low|sketch__clip_pc1_low,clipart__clip_pc1_middle|infograph__clip_pc1_low|sketch__clip_pc1_low
base_seed_control,dinov2_b14,20260911,quickdraw,ridge,error_rate,227,197,257,0.7665369649805448,0,0,0,0,0.0,0.0,0.0,0,3,False,False,False,False,False,False,False,False,False,False,[],[],clipart__clip_pc1_middle|infograph__clip_pc1_low|sketch__clip_pc1_low,clipart__clip_pc1_middle|infograph__clip_pc1_low|sketch__clip_pc1_low
base_seed_control,dinov2_b14,20260911,quickdraw,logistic,brier_score,10,1,19,0.05263157894736842,9,10,0,1,0.0,1.0,0.0,0,1,False,True,False,False,False,False,False,False,False,False,[],"[""clipart__clip_pc1_middle|sketch__clip_pc1_low|sketch__clip_pc1_middle""]",clipart__clip_pc1_middle|sketch__clip_pc1_low|sketch__clip_pc1_middle,clipart__clip_pc1_middle|sketch__clip_pc1_low|sketch__clip_pc1_middle
base_seed_control,dinov2_b14,20260911,quickdraw,logistic,brier_score,25,8,42,0.19047619047619047,6,9,0,3,0.0,3.0,0.0,0,1,False,True,False,True,False,False,False,False,False,False,[],"[""clipart__clip_pc1_high|clipart__clip_pc1_middle|sketch__clip_pc1_low"", ""clipart__clip_pc1_low|clipart__clip_pc1_middle|sketch__clip_pc1_low"", ""clipart__clip_pc1_low|clipart__clip_pc1_middle|sketch__clip_pc1_middle""]",clipart__clip_pc1_low|clipart__clip_pc1_middle|sketch__clip_pc1_low,clipart__clip_pc1_low|clipart__clip_pc1_middle|sketch__clip_pc1_low
